simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y,wind_dir_cos,wind_dir_sin
546,sim_546_conc_real_2025-11-24.npy,1.68,-134.99,0,5,0.45,True,412.0,395.0,9.08,0.0123531109532582,0,0.8256513026052105,0.7915831663326653,-0.706983357002373,-0.7072301838310177
547,sim_547_conc_real_2025-11-24.npy,7.4,-135.07,2,4,0.0,False,485.0,58.0,8.56,0.0023932125064947,0,0.9719438877755512,0.1162324649298597,-0.7079701471535875,-0.7062423597741272
548,sim_548_conc_real_2025-11-24.npy,0.5,-134.96,4,6,0.0,False,43.0,348.0,1.34,0.0057058851247087,0,0.0861723446893787,0.6973947895791583,-0.7066129552492247,-0.7076002624886153
549,sim_549_conc_real_2025-11-24.npy,5.9,-135.1,2,4,0.0,False,431.0,498.0,4.62,0.0027498196164287,0,0.8637274549098196,0.997995991983968,-0.7083398377245287,-0.7058715706786811
550,sim_550_conc_real_2025-11-24.npy,4.08,-134.8,1,2,0.1,True,367.0,195.0,6.49,0.0025723329249643,0,0.7354709418837675,0.3907815631262525,-0.7046342099635947,-0.7095707365365208
551,sim_551_conc_real_2025-11-24.npy,3.16,-134.92,0,5,0.81,True,44.0,151.0,4.62,0.0124251349135463,0,0.0881763527054108,0.3026052104208417,-0.7061187849173313,-0.7080933989149113
552,sim_552_conc_real_2025-11-24.npy,5.09,-134.99,2,4,0.47,True,447.0,421.0,6.72,0.0057000253297238,0,0.8957915831663327,0.843687374749499,-0.706983357002373,-0.7072301838310177
553,sim_553_conc_real_2025-11-24.npy,7.02,-135.06,2,4,0.46,True,341.0,421.0,5.19,0.0062656867170324,0,0.6833667334669339,0.843687374749499,-0.7078468738262602,-0.7063659131175501
554,sim_554_conc_real_2025-11-24.npy,1.04,-134.72,4,6,0.87,True,77.0,185.0,5.23,0.0067223609330184,0,0.1543086172344689,0.3707414829659318,-0.7036427757750201,-0.7105538995034963
555,sim_555_conc_real_2025-11-24.npy,2.65,-134.74,4,6,0.59,True,342.0,250.0,3.59,0.0055805181398018,0,0.685370741482966,0.501002004008016,-0.703890763002799,-0.7103082385551623
556,sim_556_conc_real_2025-11-24.npy,4.33,-134.59,2,4,0.72,True,496.0,424.0,3.63,0.0047847565016327,0,0.9939879759519038,0.8496993987975952,-0.7020287703127658,-0.7121485839718745
557,sim_557_conc_real_2025-11-24.npy,5.39,-135.22,3,3,0.28,True,48.0,433.0,9.37,0.0078089649913276,0,0.096192384769539,0.8677354709418837,-0.7098166570417261,-0.7043864801272868
558,sim_558_conc_real_2025-11-24.npy,7.62,-134.79,2,4,0.0,False,23.0,42.0,7.63,0.0125770966041194,0,0.0460921843687374,0.0841683366733467,-0.7045103557757468,-0.709693707598377
559,sim_559_conc_real_2025-11-24.npy,4.8,-135.06,2,4,0.81,True,166.0,365.0,1.0,0.011136608032233,0,0.3326653306613226,0.7314629258517034,-0.7078468738262602,-0.7063659131175501
560,sim_560_conc_real_2025-11-24.npy,7.99,-134.95,2,4,0.12,True,103.0,351.0,1.19,0.006398891096575,0,0.2064128256513026,0.7034068136272545,-0.7064894449438369,-0.7077235789366842
561,sim_561_conc_real_2025-11-24.npy,5.3,-134.92,2,4,0.89,True,353.0,134.0,1.05,0.0020203348503192,0,0.7074148296593187,0.2685370741482966,-0.7061187849173313,-0.7080933989149113
562,sim_562_conc_real_2025-11-24.npy,6.38,-134.94,2,4,0.0,False,397.0,90.0,4.97,0.0036453716144312,0,0.7955911823647295,0.1803607214428857,-0.70636591311755,-0.7078468738262603
563,sim_563_conc_real_2025-11-24.npy,6.66,-134.97,2,4,0.86,True,251.0,48.0,8.91,0.0052719006891236,0,0.503006012024048,0.096192384769539,-0.706736444029951,-0.7074769244858096
564,sim_564_conc_real_2025-11-24.npy,4.23,-135.18,2,4,0.0,False,366.0,135.0,4.88,0.0073070097100859,0,0.7334669338677354,0.2705410821643286,-0.709324729572274,-0.7048818539423614
565,sim_565_conc_real_2025-11-24.npy,5.78,-135.01,2,4,0.0,False,439.0,362.0,5.97,0.0082410456683568,0,0.8797595190380761,0.7254509018036072,-0.7072301838310175,-0.7069833570023731
566,sim_566_conc_real_2025-11-24.npy,7.51,-135.34,2,4,0.0,False,90.0,285.0,4.5,0.00674328786978,0,0.1803607214428857,0.5711422845691383,-0.7112903627557937,-0.7028982997921758
567,sim_567_conc_real_2025-11-24.npy,4.84,-134.98,1,2,0.0,False,349.0,253.0,6.01,0.0111536319098538,0,0.6993987975951904,0.5070140280561122,-0.7068599112822541,-0.7073535649320245
568,sim_568_conc_real_2025-11-24.npy,6.21,-135.06,2,4,0.0,False,176.0,33.0,6.5,0.0059936253552738,0,0.3527054108216433,0.0661322645290581,-0.7078468738262602,-0.7063659131175501
569,sim_569_conc_real_2025-11-24.npy,2.34,-135.0,4,6,0.16,True,459.0,483.0,2.62,0.0075981007666315,0,0.9198396793587176,0.9679358717434868,-0.7071067811865475,-0.7071067811865476
570,sim_570_conc_real_2025-11-24.npy,4.5,-134.73,1,2,0.0,False,0.0,361.0,2.03,0.0080533908305563,0,0.0,0.7234468937875751,-0.7037667801078904,-0.7104310798498136
571,sim_571_conc_real_2025-11-24.npy,5.51,-135.12,2,4,0.0,False,488.0,239.0,8.32,0.0114133230780857,0,0.9779559118236472,0.4789579158316633,-0.7085861902250863,-0.7056242704317205
572,sim_572_conc_real_2025-11-24.npy,5.57,-134.94,3,3,0.0,False,380.0,432.0,5.09,0.0110267625221921,0,0.7615230460921844,0.8657314629258517,-0.70636591311755,-0.7078468738262603
573,sim_573_conc_real_2025-11-24.npy,1.36,-134.99,0,5,0.66,True,55.0,309.0,3.8,0.0032367748178525,0,0.1102204408817635,0.6192384769539078,-0.706983357002373,-0.7072301838310177
574,sim_574_conc_real_2025-11-24.npy,2.31,-135.05,0,5,0.84,True,364.0,326.0,6.42,0.0044522179634695,0,0.7294589178356713,0.6533066132264529,-0.7077235789366845,-0.7064894449438368
575,sim_575_conc_real_2025-11-24.npy,5.21,-135.53,2,4,0.8,True,33.0,34.0,8.01,0.0096368941706313,0,0.0661322645290581,0.0681362725450901,-0.7136173465991774,-0.7005357111759182
576,sim_576_conc_real_2025-11-24.npy,7.62,-135.13,2,4,0.0,False,417.0,252.0,5.56,0.0053663106348804,0,0.8356713426853707,0.5050100200400801,-0.7087093341000861,-0.7055005880645406
577,sim_577_conc_real_2025-11-24.npy,4.63,-135.17,2,4,0.0,False,4.0,122.0,8.27,0.0033940198838547,0,0.0080160320641282,0.2444889779559118,-0.7092016936773763,-0.705005643725737
578,sim_578_conc_real_2025-11-24.npy,7.04,-134.87,2,4,0.81,True,189.0,472.0,1.66,0.0035107685775564,0,0.3787575150300601,0.9458917835671342,-0.7055005880645404,-0.7087093341000862
579,sim_579_conc_real_2025-11-24.npy,4.6,-135.2,2,4,0.0,False,354.0,365.0,8.78,0.0064594057896652,0,0.7094188376753507,0.7314629258517034,-0.7095707365365207,-0.7046342099635949
580,sim_580_conc_real_2025-11-24.npy,3.13,-134.85,0,5,0.3,True,447.0,15.0,1.05,0.0016697655572624,0,0.8957915831663327,0.0300601202404809,-0.7052531588616178,-0.7089555570807734
581,sim_581_conc_real_2025-11-24.npy,5.13,-135.19,2,4,0.0,False,242.0,402.0,1.29,0.0085861780326284,0,0.4849699398797595,0.8056112224448898,-0.7094477438599042,-0.704758042687057
582,sim_582_conc_real_2025-11-24.npy,7.54,-135.15,2,4,0.0,False,340.0,352.0,1.6,0.0091634119002992,0,0.6813627254509018,0.7054108216432866,-0.7089555570807735,-0.7052531588616175
583,sim_583_conc_real_2025-11-24.npy,5.49,-135.01,2,4,0.75,True,23.0,365.0,4.01,0.0057031553989531,0,0.0460921843687374,0.7314629258517034,-0.7072301838310175,-0.7069833570023731
584,sim_584_conc_real_2025-11-24.npy,4.27,-135.16,2,4,0.0,False,67.0,458.0,3.39,0.0081946156017898,0,0.1342685370741483,0.9178356713426854,-0.7090786361789599,-0.7051294120334126
585,sim_585_conc_real_2025-11-24.npy,7.88,-134.98,2,4,0.22,True,397.0,305.0,4.6,0.0066138337693219,0,0.7955911823647295,0.6112224448897795,-0.7068599112822541,-0.7073535649320245
586,sim_586_conc_real_2025-11-24.npy,3.52,-134.92,1,2,0.44,True,377.0,337.0,5.0,0.0028353062913037,0,0.7555110220440882,0.6753507014028056,-0.7061187849173313,-0.7080933989149113
587,sim_587_conc_real_2025-11-24.npy,5.86,-134.82,2,4,0.49,True,374.0,427.0,6.51,0.0062515832397075,0,0.749498997995992,0.8557114228456913,-0.7048818539423611,-0.7093247295722741
588,sim_588_conc_real_2025-11-24.npy,5.61,-134.66,3,3,0.0,False,3.0,131.0,4.61,0.0059900597272166,0,0.0060120240480961,0.2625250501002004,-0.7028982997921757,-0.7112903627557938
589,sim_589_conc_real_2025-11-24.npy,4.84,-135.52,2,4,0.0,False,6.0,400.0,7.82,0.0097164563787551,0,0.0120240480961923,0.8016032064128257,-0.7134950691839066,-0.7006602502284915
590,sim_590_conc_real_2025-11-24.npy,5.2,-134.93,2,4,0.0,False,228.0,275.0,4.08,0.0080583618094196,0,0.4569138276553106,0.5511022044088176,-0.7062423597741271,-0.7079701471535876
591,sim_591_conc_real_2025-11-24.npy,6.79,-135.41,2,4,0.22,True,49.0,455.0,5.46,0.004044849255521,0,0.0981963927855711,0.9118236472945892,-0.7121485839718744,-0.7020287703127659
592,sim_592_conc_real_2025-11-24.npy,5.12,-135.13,2,4,0.57,True,463.0,474.0,4.42,0.0090074787368174,0,0.9278557114228456,0.9498997995991983,-0.7087093341000861,-0.7055005880645406
593,sim_593_conc_real_2025-11-24.npy,5.99,-134.91,2,4,0.37,True,56.0,29.0,8.15,0.0084041446777185,0,0.1122244488977955,0.0581162324649298,-0.7059951885509279,-0.708216629106476
594,sim_594_conc_real_2025-11-24.npy,4.64,-134.97,1,2,0.08,True,283.0,396.0,7.85,0.0089023731758091,0,0.5671342685370742,0.7935871743486974,-0.706736444029951,-0.7074769244858096
595,sim_595_conc_real_2025-11-24.npy,2.82,-134.79,0,5,0.15,True,470.0,8.0,1.75,0.0093172304591991,0,0.9418837675350702,0.0160320641282565,-0.7045103557757468,-0.709693707598377
596,sim_596_conc_real_2025-11-24.npy,7.92,-135.08,2,4,0.19,True,67.0,453.0,3.72,0.0063128669023232,0,0.1342685370741483,0.9078156312625252,-0.7080933989149112,-0.7061187849173314
597,sim_597_conc_real_2025-11-24.npy,5.25,-134.82,2,4,0.64,True,214.0,397.0,3.58,0.0072158310360162,0,0.4288577154308617,0.7955911823647295,-0.7048818539423611,-0.7093247295722741
598,sim_598_conc_real_2025-11-24.npy,2.07,-134.9,4,6,0.74,True,103.0,320.0,6.43,0.0066674795159976,0,0.2064128256513026,0.6412825651302605,-0.705871570678681,-0.7083398377245288
599,sim_599_conc_real_2025-11-24.npy,7.74,-135.0,2,4,0.0,False,331.0,230.0,4.49,0.0082598160751992,0,0.6633266533066132,0.4609218436873747,-0.7071067811865475,-0.7071067811865476
600,sim_600_conc_real_2025-11-24.npy,4.71,-135.04,2,4,0.0,False,30.0,250.0,2.89,0.0035795363367369,0,0.0601202404809619,0.501002004008016,-0.7076002624886151,-0.7066129552492249
601,sim_601_conc_real_2025-11-24.npy,7.56,-134.84,2,4,0.0,False,458.0,111.0,5.97,0.0014690512963304,0,0.9178356713426854,0.2224448897795591,-0.7051294120334124,-0.70907863617896
602,sim_602_conc_real_2025-11-24.npy,4.16,-135.07,2,4,0.62,True,68.0,412.0,6.81,0.0063014266408175,0,0.1362725450901803,0.8256513026052105,-0.7079701471535875,-0.7062423597741272
603,sim_603_conc_real_2025-11-24.npy,3.87,-134.77,0,5,0.92,True,106.0,354.0,5.22,0.0022684480523418,0,0.2124248496993988,0.7094188376753507,-0.7042625830219875,-0.7099395848628234
604,sim_604_conc_real_2025-11-24.npy,5.99,-135.53,5,1,0.03,True,70.0,382.0,5.69,0.0093205874694059,0,0.1402805611222445,0.7655310621242485,-0.7136173465991774,-0.7005357111759182
605,sim_605_conc_real_2025-11-24.npy,6.91,-134.98,2,4,0.0,False,442.0,46.0,4.06,0.0013907408733692,0,0.8857715430861723,0.0921843687374749,-0.7068599112822541,-0.7073535649320245
606,sim_606_conc_real_2025-11-24.npy,4.81,-134.97,2,4,0.81,True,478.0,119.0,3.72,0.0073830539695731,0,0.9579158316633266,0.2384769539078156,-0.706736444029951,-0.7074769244858096
607,sim_607_conc_real_2025-11-24.npy,6.08,-135.42,2,4,0.0,False,302.0,31.0,9.91,0.0118144017854492,0,0.6052104208416834,0.0621242484969939,-0.7122711002594659,-0.7019044662453501
608,sim_608_conc_real_2025-11-24.npy,6.75,-134.84,2,4,0.0,False,486.0,329.0,4.06,0.0120124270654615,0,0.9739478957915833,0.6593186372745491,-0.7051294120334124,-0.70907863617896
609,sim_609_conc_real_2025-11-24.npy,5.3,-134.75,2,4,0.57,True,416.0,406.0,4.91,0.0073207146844692,0,0.8336673346693386,0.8136272545090181,-0.7040147244559685,-0.7101853756232853
610,sim_610_conc_real_2025-11-24.npy,3.51,-134.72,0,5,0.84,True,1.0,157.0,2.98,0.0117893552510783,0,0.002004008016032,0.314629258517034,-0.7036427757750201,-0.7105538995034963
611,sim_611_conc_real_2025-11-24.npy,5.97,-134.87,2,4,0.0,False,326.0,333.0,3.24,0.0069443595991255,0,0.6533066132264529,0.6673346693386774,-0.7055005880645404,-0.7087093341000862
612,sim_612_conc_real_2025-11-24.npy,1.53,-134.91,4,6,0.77,True,355.0,7.0,5.54,0.00198519696916,0,0.7114228456913828,0.0140280561122244,-0.7059951885509279,-0.708216629106476
613,sim_613_conc_real_2025-11-24.npy,7.44,-134.93,2,4,0.15,True,450.0,181.0,8.67,0.0056847103646982,0,0.9018036072144288,0.3627254509018036,-0.7062423597741271,-0.7079701471535876
614,sim_614_conc_real_2025-11-24.npy,4.08,-134.82,3,3,0.89,True,44.0,310.0,4.33,0.0128678515826255,0,0.0881763527054108,0.6212424849699398,-0.7048818539423611,-0.7093247295722741
615,sim_615_conc_real_2025-11-24.npy,4.57,-135.3,5,1,0.0,False,220.0,341.0,5.75,0.0073078371430173,0,0.4408817635270541,0.6833667334669339,-0.7107994738729925,-0.7033947028105039
616,sim_616_conc_real_2025-11-24.npy,5.48,-134.59,2,4,0.0,False,182.0,393.0,8.09,0.0077334174315348,0,0.3647294589178356,0.7875751503006012,-0.7020287703127658,-0.7121485839718745
617,sim_617_conc_real_2025-11-24.npy,2.19,-134.92,1,2,0.0,False,427.0,442.0,3.34,0.0074631507562668,0,0.8557114228456913,0.8857715430861723,-0.7061187849173313,-0.7080933989149113
618,sim_618_conc_real_2025-11-24.npy,7.27,-135.14,2,4,0.93,True,386.0,486.0,4.36,0.0118921506572886,0,0.7735470941883767,0.9739478957915833,-0.7088324563865653,-0.7053768842065835
619,sim_619_conc_real_2025-11-24.npy,4.78,-134.85,2,4,0.0,False,139.0,327.0,5.35,0.0075512687156349,0,0.2785571142284569,0.655310621242485,-0.7052531588616178,-0.7089555570807734
620,sim_620_conc_real_2025-11-24.npy,4.81,-134.9,2,4,0.0,False,378.0,42.0,5.79,0.0060892638455592,0,0.7575150300601202,0.0841683366733467,-0.705871570678681,-0.7083398377245288
621,sim_621_conc_real_2025-11-24.npy,1.65,-134.69,4,6,0.0,False,115.0,471.0,4.96,0.0109993310760949,0,0.2304609218436873,0.9438877755511024,-0.7032706341864143,-0.7109222285813256
622,sim_622_conc_real_2025-11-24.npy,6.02,-134.95,2,4,0.0,False,310.0,437.0,7.1,0.0114553271022423,0,0.6212424849699398,0.875751503006012,-0.7064894449438369,-0.7077235789366842
623,sim_623_conc_real_2025-11-24.npy,1.67,-134.88,0,5,0.58,True,284.0,346.0,3.33,0.0075128567267174,0,0.5691382765531062,0.6933867735470942,-0.7056242704317207,-0.7085861902250861
624,sim_624_conc_real_2025-11-24.npy,0.99,-134.93,4,6,0.0,False,297.0,494.0,2.61,0.0037797988329062,0,0.5951903807615231,0.9899799599198396,-0.7062423597741271,-0.7079701471535876
625,sim_625_conc_real_2025-11-24.npy,7.53,-135.42,2,4,0.5,True,411.0,217.0,7.25,0.0122780677926768,0,0.8236472945891784,0.4348697394789579,-0.7122711002594659,-0.7019044662453501
626,sim_626_conc_real_2025-11-24.npy,5.57,-134.82,2,4,0.0,False,410.0,313.0,6.3,0.0095109668641414,0,0.8216432865731463,0.627254509018036,-0.7048818539423611,-0.7093247295722741
627,sim_627_conc_real_2025-11-24.npy,4.23,-134.87,2,4,0.49,True,37.0,348.0,4.15,0.0031194079686418,0,0.0741482965931863,0.6973947895791583,-0.7055005880645404,-0.7087093341000862
628,sim_628_conc_real_2025-11-24.npy,4.37,-135.23,3,3,0.0,False,80.0,352.0,5.4,0.0020868775039945,0,0.1603206412825651,0.7054108216432866,-0.7099395848628233,-0.7042625830219877
629,sim_629_conc_real_2025-11-24.npy,7.17,-134.94,2,4,0.59,True,192.0,12.0,3.58,0.0123215997300873,0,0.3847695390781563,0.0240480961923847,-0.70636591311755,-0.7078468738262603
630,sim_630_conc_real_2025-11-24.npy,4.8,-134.88,2,4,0.19,True,11.0,480.0,9.64,0.0134819035440125,0,0.0220440881763527,0.9619238476953909,-0.7056242704317207,-0.7085861902250861
631,sim_631_conc_real_2025-11-24.npy,5.96,-134.84,3,3,0.0,False,405.0,393.0,9.59,0.0110279856697687,0,0.811623246492986,0.7875751503006012,-0.7051294120334124,-0.70907863617896
632,sim_632_conc_real_2025-11-24.npy,3.41,-134.92,0,5,0.0,False,247.0,38.0,6.14,0.0014828949680526,0,0.4949899799599198,0.0761523046092184,-0.7061187849173313,-0.7080933989149113
633,sim_633_conc_real_2025-11-24.npy,2.1,-135.02,0,5,0.11,True,321.0,475.0,4.07,0.0133647613306712,0,0.6432865731462926,0.9519038076152304,-0.7073535649320247,-0.7068599112822539
634,sim_634_conc_real_2025-11-24.npy,5.56,-134.91,2,4,0.29,True,296.0,24.0,5.95,0.0087732754654046,0,0.593186372745491,0.0480961923847695,-0.7059951885509279,-0.708216629106476
635,sim_635_conc_real_2025-11-24.npy,7.87,-134.65,2,4,0.0,False,220.0,45.0,2.15,0.0115637854295978,0,0.4408817635270541,0.0901803607214428,-0.7027741454993747,-0.7114130308179797
636,sim_636_conc_real_2025-11-24.npy,5.86,-135.07,2,4,0.18,True,436.0,126.0,5.25,0.0127298282923971,0,0.87374749498998,0.25250501002004,-0.7079701471535875,-0.7062423597741272
637,sim_637_conc_real_2025-11-24.npy,6.28,-134.8,3,3,0.0,False,305.0,326.0,9.62,0.0051462861887947,0,0.6112224448897795,0.6533066132264529,-0.7046342099635947,-0.7095707365365208
638,sim_638_conc_real_2025-11-24.npy,4.02,-134.96,2,4,0.52,True,1.0,431.0,9.5,0.0083495415677695,0,0.002004008016032,0.8637274549098196,-0.7066129552492247,-0.7076002624886153
639,sim_639_conc_real_2025-11-24.npy,2.42,-135.01,5,1,0.19,True,350.0,183.0,3.16,0.0117844364490048,0,0.7014028056112225,0.3667334669338677,-0.7072301838310175,-0.7069833570023731
640,sim_640_conc_real_2025-11-24.npy,6.79,-134.8,2,4,0.0,False,28.0,327.0,1.72,0.0068037086117785,0,0.0561122244488977,0.655310621242485,-0.7046342099635947,-0.7095707365365208
641,sim_641_conc_real_2025-11-24.npy,4.53,-135.16,2,4,0.0,False,459.0,135.0,5.69,0.0126305826014219,0,0.9198396793587176,0.2705410821643286,-0.7090786361789599,-0.7051294120334126
642,sim_642_conc_real_2025-11-24.npy,3.27,-135.3,3,3,0.03,True,344.0,436.0,8.16,0.0097513539567242,0,0.6893787575150301,0.87374749498998,-0.7107994738729925,-0.7033947028105039
643,sim_643_conc_real_2025-11-24.npy,7.25,-134.63,2,4,0.0,False,428.0,419.0,8.45,0.0093605642616452,0,0.8577154308617234,0.8396793587174348,-0.7025257726943814,-0.711658301925975
644,sim_644_conc_real_2025-11-24.npy,6.56,-134.98,2,4,0.0,False,447.0,402.0,8.54,0.0116402128468303,0,0.8957915831663327,0.8056112224448898,-0.7068599112822541,-0.7073535649320245
645,sim_645_conc_real_2025-11-24.npy,4.32,-135.32,2,4,0.0,False,35.0,387.0,4.88,0.0026808913352705,0,0.0701402805611222,0.7755511022044088,-0.711044961633729,-0.7031465441394766
646,sim_646_conc_real_2025-11-24.npy,7.49,-134.97,2,4,0.0,False,488.0,182.0,2.2,0.0057492443433386,0,0.9779559118236472,0.3647294589178356,-0.706736444029951,-0.7074769244858096
647,sim_647_conc_real_2025-11-24.npy,5.21,-134.81,3,3,0.58,True,227.0,332.0,5.88,0.0095718214323633,0,0.4549098196392785,0.6653306613226453,-0.7047580426870569,-0.7094477438599043
648,sim_648_conc_real_2025-11-24.npy,4.05,-135.26,2,4,0.26,True,19.0,412.0,4.69,0.0066794736880804,0,0.0380761523046092,0.8256513026052105,-0.7103082385551622,-0.7038907630027991
649,sim_649_conc_real_2025-11-24.npy,2.63,-135.3,1,2,0.16,True,53.0,45.0,9.85,0.0069801899808074,0,0.1062124248496994,0.0901803607214428,-0.7107994738729925,-0.7033947028105039
650,sim_650_conc_real_2025-11-24.npy,8.0,-134.77,2,4,0.0,False,346.0,358.0,7.31,0.0018292748910123,0,0.6933867735470942,0.717434869739479,-0.7042625830219875,-0.7099395848628234
651,sim_651_conc_real_2025-11-24.npy,5.56,-134.99,2,4,0.0,False,442.0,287.0,6.29,0.0036753941393624,0,0.8857715430861723,0.5751503006012024,-0.706983357002373,-0.7072301838310177
652,sim_652_conc_real_2025-11-24.npy,7.41,-134.69,2,4,0.0,False,471.0,42.0,3.97,0.0015040529226546,0,0.9438877755511024,0.0841683366733467,-0.7032706341864143,-0.7109222285813256
653,sim_653_conc_real_2025-11-24.npy,6.93,-134.87,2,4,0.69,True,373.0,121.0,9.42,0.0059212927009977,0,0.7474949899799599,0.2424849699398797,-0.7055005880645404,-0.7087093341000862
654,sim_654_conc_real_2025-11-24.npy,7.81,-135.01,2,4,0.69,True,225.0,126.0,9.04,0.0022676245907901,0,0.4509018036072144,0.25250501002004,-0.7072301838310175,-0.7069833570023731
655,sim_655_conc_real_2025-11-24.npy,2.13,-135.03,5,1,0.0,False,19.0,386.0,3.09,0.0039305700998207,0,0.0380761523046092,0.7735470941883767,-0.7074769244858095,-0.7067364440299511
656,sim_656_conc_real_2025-11-24.npy,7.18,-134.8,2,4,0.0,False,165.0,59.0,9.48,0.0050322502126487,0,0.3306613226452906,0.1182364729458917,-0.7046342099635947,-0.7095707365365208
657,sim_657_conc_real_2025-11-24.npy,6.19,-135.05,3,3,0.0,False,403.0,383.0,4.89,0.0038025883507141,0,0.8076152304609219,0.7675350701402806,-0.7077235789366845,-0.7064894449438368
658,sim_658_conc_real_2025-11-24.npy,4.41,-135.58,5,1,0.0,False,395.0,238.0,3.59,0.0103189486910888,0,0.7915831663326653,0.4769539078156312,-0.7142284075306496,-0.6999126958958755
659,sim_659_conc_real_2025-11-24.npy,1.82,-135.13,0,5,0.96,True,10.0,444.0,3.78,0.010175248858338,0,0.0200400801603206,0.8897795591182365,-0.7087093341000861,-0.7055005880645406
660,sim_660_conc_real_2025-11-24.npy,6.88,-135.07,2,4,0.59,True,460.0,451.0,5.98,0.0040581353072954,0,0.9218436873747496,0.9038076152304608,-0.7079701471535875,-0.7062423597741272
661,sim_661_conc_real_2025-11-24.npy,7.46,-135.29,2,4,0.0,False,287.0,441.0,7.89,0.009185581185903,0,0.5751503006012024,0.8837675350701403,-0.7106766975124694,-0.7035187500079654
662,sim_662_conc_real_2025-11-24.npy,3.81,-135.17,3,3,0.23,True,167.0,195.0,9.9,0.0076384486669031,0,0.3346693386773547,0.3907815631262525,-0.7092016936773763,-0.705005643725737
663,sim_663_conc_real_2025-11-24.npy,5.37,-135.46,2,4,0.59,True,461.0,276.0,3.63,0.0014535111537607,0,0.9238476953907816,0.5531062124248497,-0.7127609484023378,-0.7014070362012346
664,sim_664_conc_real_2025-11-24.npy,7.76,-134.96,2,4,0.16,True,303.0,262.0,3.96,0.0052789268702211,0,0.6072144288577155,0.5250501002004008,-0.7066129552492247,-0.7076002624886153
665,sim_665_conc_real_2025-11-24.npy,5.58,-134.9,2,4,0.19,True,493.0,121.0,7.14,0.0061390973450101,0,0.9879759519038076,0.2424849699398797,-0.705871570678681,-0.7083398377245288
666,sim_666_conc_real_2025-11-24.npy,7.43,-134.8,2,4,0.0,False,477.0,493.0,2.71,0.0048871173385116,0,0.9559118236472944,0.9879759519038076,-0.7046342099635947,-0.7095707365365208
667,sim_667_conc_real_2025-11-24.npy,3.87,-134.8,0,5,0.0,False,464.0,123.0,7.74,0.0036691005021104,0,0.9298597194388778,0.2464929859719438,-0.7046342099635947,-0.7095707365365208
668,sim_668_conc_real_2025-11-24.npy,4.41,-134.75,2,4,0.0,False,77.0,398.0,3.99,0.0033505698056499,0,0.1543086172344689,0.7975951903807615,-0.7040147244559685,-0.7101853756232853
669,sim_669_conc_real_2025-11-24.npy,5.9,-135.16,3,3,0.92,True,347.0,472.0,2.2,0.0047201503543402,0,0.6953907815631263,0.9458917835671342,-0.7090786361789599,-0.7051294120334126
670,sim_670_conc_real_2025-11-24.npy,2.91,-135.01,1,2,0.0,False,356.0,126.0,6.98,0.0109061987734518,0,0.7134268537074149,0.25250501002004,-0.7072301838310175,-0.7069833570023731
671,sim_671_conc_real_2025-11-24.npy,4.63,-134.99,2,4,0.0,False,401.0,389.0,3.74,0.0084462840233447,0,0.8036072144288577,0.779559118236473,-0.706983357002373,-0.7072301838310177
672,sim_672_conc_real_2025-11-24.npy,5.76,-134.68,5,1,0.74,True,444.0,197.0,5.46,0.0028592935148757,0,0.8897795591182365,0.3947895791583166,-0.7031465441394767,-0.7110449616337288
673,sim_673_conc_real_2025-11-24.npy,5.02,-135.18,2,4,0.45,True,287.0,388.0,8.11,0.0119614333793144,0,0.5751503006012024,0.7775551102204409,-0.709324729572274,-0.7048818539423614
674,sim_674_conc_real_2025-11-24.npy,7.95,-134.98,2,4,0.97,True,298.0,24.0,9.75,0.009845655023119,0,0.5971943887775552,0.0480961923847695,-0.7068599112822541,-0.7073535649320245
675,sim_675_conc_real_2025-11-24.npy,2.42,-135.08,1,2,0.0,False,225.0,344.0,3.25,0.0122585203108606,0,0.4509018036072144,0.6893787575150301,-0.7080933989149112,-0.7061187849173314
676,sim_676_conc_real_2025-11-24.npy,7.83,-135.33,2,4,0.88,True,359.0,412.0,8.26,0.0035253118636601,0,0.7194388777555111,0.8256513026052105,-0.7111676730264643,-0.7030224326734701
677,sim_677_conc_real_2025-11-24.npy,3.53,-135.25,3,3,0.0,False,469.0,133.0,3.57,0.0054063513608712,0,0.939879759519038,0.2665330661322645,-0.7101853756232854,-0.7040147244559682
678,sim_678_conc_real_2025-11-24.npy,6.46,-135.03,2,4,0.95,True,431.0,266.0,9.26,0.0102853751796693,0,0.8637274549098196,0.533066132264529,-0.7074769244858095,-0.7067364440299511
679,sim_679_conc_real_2025-11-24.npy,6.2,-134.92,2,4,0.0,False,263.0,391.0,9.15,0.0056430555926194,0,0.5270541082164328,0.7835671342685371,-0.7061187849173313,-0.7080933989149113
680,sim_680_conc_real_2025-11-24.npy,4.54,-135.38,5,1,0.91,True,446.0,203.0,2.13,0.0092582116431134,0,0.8937875751503006,0.406813627254509,-0.711780904964313,-0.7024015541897553
681,sim_681_conc_real_2025-11-24.npy,4.48,-135.23,2,4,0.06,True,117.0,127.0,5.83,0.0103993164446329,0,0.2344689378757515,0.2545090180360721,-0.7099395848628233,-0.7042625830219877
